FromDate,ToDate,Status,Saved,MarketSet,QuoteType,Source,Name,Value
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.DEC09.Mid,0.999956
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.JUN10.Mid,0.9999165
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.MAR10.Mid,0.9999525
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.SEP10.Mid,0.999872
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.DEC09.Mid,0.999904928
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.JUN10.Mid,0.99990722
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.MAR10.Mid,0.999910261
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.SEP10.Mid,0.999892855
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.DEC09.Mid,0.999922724
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.JUN10.Mid,0.999907251
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.MAR10.Mid,0.999916761
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.SEP10.Mid,0.999901832
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.DEC09.Mid,0.99997425
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.JUN10.Mid,0.9999425
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.MAR10.Mid,0.99997375
19-Oct-2010,20-Oct-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.SEP10.Mid,0.9999705
