000|NEXT|B8C7D947QM|NEXT_TRADE_20110304.DAT|GLB|20110304|20110311
001|28|31|CREDIT_SWAP|SyntheticCDOTranche|20060111|20060112|20130320|16416|13547|PAY|1|USD|800000000.064|2271702.3|Athilon 4||Athilon 4|Booked|2591|20060111 00:01:00|0.13|N
001|102|102|CREDIT_SWAP|SyntheticCDOTranche|20060714|20060715|20130920|16416|13547|PAY|1|USD|800000000|8825095.58|Athilon 6||Athilon 6|Booked|3254|20060714 00:07:00|0.11|N
001|144|144|CREDIT_SWAP|SyntheticCDOTranche|20061128|20061129|20131220|16416|13547|PAY|1|USD|799999999.998|17439501.81|Athilon 7||Athilon 7|Booked|3930|20061128 00:11:00|0.11|N
001|8092|8114|CREDIT_SWAP|SyntheticCDOTranche|20060817|20060818|20160620|16416|15591|PAY|1|USD|10000000.012|2190361.92|CDX6 7-10 7y ECD3450||CDX6 7-10 7y ECD3450|Booked|3450|20060817 00:08:00|1.1475|N
001|8093|8116|CREDIT_SWAP|SyntheticCDOTranche|20060817|20060818|20130620|16416|15591|REC|1|USD|10000000.012|-429264.84|CDX6 7-10 7y ECD3449||CDX6 7-10 7y ECD3449|Booked|3449|20060817 00:08:00|0.5125|N
001|8094|8117|CREDIT_SWAP|SyntheticCDOTranche|20060817|20060818|20160620|16416|1910|REC|1|USD|10000000.012|-2174654.37|CDX6 7-10 7y ECD3453||CDX6 7-10 7y ECD3453|Booked|3453|20060817 00:08:00|1.18|N
001|8095|8118|CREDIT_SWAP|SyntheticCDOTranche|20080312|20080313|20130620|16416|1704|PAY|1|USD|10000000.012|432360.72|CDX6 7-10 7y ECD8112||CDX6 7-10 7y ECD8112|Booked|8112|20080312 18:03:00|0.5|N
001|8104|8124|CREDIT_SWAP|SyntheticCDOTranche|20061030|20061030|20161220|16416|14425|PAY|1|CAD|4941750000|122953782.92|GNT LSS 1 - CDX7 30-60||GNT LSS 1 - CDX7 30-60|Booked|3815|20061030 00:10:00|0.0303|N
001|8105|8125|CREDIT_SWAP|SyntheticCDOTranche|20061027|20061028|20161220|16416|3332|REC|1|CAD|4941750000|-117136086.84|GNT LSS 1 - GS||GNT LSS 1 - GS|Booked|3816|20061027 00:10:00|0.05|N
001|13|15|CREDIT_SWAP|SyntheticCDOTranche|20060222|20060223|20130320|16416|12800|REC|1|USD|2200000000|296854.44|Nereus 2 BNP||Nereus 2 BNP|Booked|2743|20060222 00:02:00|0.075|N
001|8188|8207|CREDIT_SWAP|SyntheticCDOTranche|20090120|20090120|20130320|16416|16262|PAY|1|CAD|1543836733.32|383676.35|Nereus 2 Mav1||Nereus 2 Mav1|Booked|8271|20090120 00:01:00|0.065|N
001|9|10|CREDIT_SWAP|SyntheticCDOTranche|20060112|20060113|20130320|16416|4249|REC|1|USD|394033675.68|303475.29|Nereus Dresdner||Nereus Dresdner|Booked|2602|20060112 00:01:00|0.103|N
001|8186|8205|CREDIT_SWAP|SyntheticCDOTranche|20090120|20090120|20130320|16416|16262|PAY|1|CAD|1441344840.31|-171021.93|Nereus Mav1||Nereus Mav1|Booked|8269|20090120 00:01:00|0.083|N
001|8099|8121|CREDIT_SWAP|SyntheticCDOTranche|20070131|20070201|20161220|16416|14800|PAY|1|USD|557142.8622|-54618.28|CDX7 0-3 10y Zero ECD4272||CDX7 0-3 10y Zero ECD4272|Booked|4272|20070131 00:01:00|0|N
001|8098|8120|CREDIT_SWAP|SyntheticCDOTranche|20070131|20070201|20161220|16416|14799|PAY|1|USD|742857.15|-72824.38|CDX7 0-3 10y Zero ECD4273||CDX7 0-3 10y Zero ECD4273|Booked|4273|20070131 00:01:00|0|N
001|8097|8119|CREDIT_SWAP|SyntheticCDOTranche|20070131|20070201|20161220|16416|14803|PAY|1|USD|300000|-29409.84|CDX7 0-3 10y Zero ECD4280||CDX7 0-3 10y Zero ECD4280|Booked|4280|20070131 00:01:00|0|N
001|8101|8122|CREDIT_SWAP|SyntheticCDOTranche|20080916|20080917|20161220|16416|3332|REC|1|USD|1600000.012|156852.51|CDX7 0-3 10y Zero ECD8268||CDX7 0-3 10y Zero ECD8268|Booked|8268|20080916 00:09:00|0|N
999|17|17905915249.4442|275321544.32
