Ccy Code, Business Date, Bid, Mid, Ask
DZD,08/06/2010,68.920200000,68.920200000,68.920200000
ECS,08/06/2010,25000.000000000,25000.000000000,25000.000000000
EEK,08/06/2010,12.872300000,12.875150000,12.878000000
EGP,08/06/2010,6.180000000,6.189950000,6.199900000
ESP,08/06/2010,137.384200000,137.384200000,137.384200000
ETB,08/06/2010,8.350000000,8.550000000,8.750000000
EUR,08/06/2010,0.838715088484441835108613604,0.8386447500838644750083864475,0.8385744234800838574423480084
FIM,08/06/2010,4.909364000,4.909364000,4.909364000
FJD,08/06/2010,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,08/06/2010,1.829800000,1.829900000,1.830000000
FRF,08/06/2010,5.500900000,5.501150000,5.501400000
GBP,08/06/2010,0.6908940168578140113306618765,0.6908462867012089810017271157,0.6907985631389886709035645206
GHC,08/06/2010,8890.000000000,8975.000000000,9060.000000000
GIP,08/06/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
GMD,08/06/2010,28.000000000,29.000000000,30.000000000
GNF,08/06/2010,2005.000000000,2012.500000000,2020.000000000
GRD,08/06/2010,281.355800000,281.355800000,281.355800000
GTQ,08/06/2010,8.080000000,8.100000000,8.120000000
GWP,08/06/2010,761.550000000,761.550000000,761.550000000
GYD,08/06/2010,179.000000000,179.000000000,179.000000000
HKD,08/06/2010,7.803500000,7.804100000,7.804700000
HNL,08/06/2010,17.980000000,17.980000000,17.980000000
HRK,08/06/2010,6.218100000,6.221950000,6.225800000
HTG,08/06/2010,29.000000000,29.000000000,29.000000000
HUF,08/06/2010,239.830000000,240.500000000,241.170000000
IDR,08/06/2010,9255.000000000,9271.500000000,9288.000000000
IEP,08/06/2010,0.6502846946393130912713586008,0.6502846946393130912713586008,0.6502846946393130912713586008
ILS,08/06/2010,3.879500000,3.882250000,3.885000000
INR,08/06/2010,47.087500000,47.095000000,47.102500000
IQD,08/06/2010,1424.500000000,1424.500000000,1424.500000000
IRR,08/06/2010,8481.000000000,8482.000000000,8483.000000000
ISK,08/06/2010,130.730000000,131.150000000,131.570000000
ITL,08/06/2010,1598.770000000,1598.770000000,1598.770000000
JMD,08/06/2010,60.370000000,60.370000000,60.370000000
JOD,08/06/2010,0.708000000,0.709000000,0.710000000
JPY,08/06/2010,91.540000000,91.550000000,91.560000000
KES,08/06/2010,77.450000000,77.450000000,77.450000000
KHR,08/06/2010,3850.000000000,3850.000000000,3850.000000000
KMF,08/06/2010,404.778500000,404.828400000,404.878400000
KPW,08/06/2010,2.200000000,2.200000000,2.200000000
KRW,08/06/2010,1238.800000000,1240.000000000,1241.200000000
KWD,08/06/2010,0.289600000,0.290100000,0.290600000
KYD,08/06/2010,0.8333333333333333333333333333,0.8247422680412371134020618557,0.8163265306122448979591836735
KZT,08/06/2010,147.135000000,147.135000000,147.180000000
LAK,08/06/2010,7842.590000000,7842.590000000,7842.590000000
LBP,08/06/2010,1514.000000000,1515.000000000,1516.000000000
LKR,08/06/2010,97.500000000,97.550000000,97.600000000
LRD,08/06/2010,1.000000000,1.000000000,1.000000000
LSL,08/06/2010,6.404900000,6.420000000,6.435100000
LTL,08/06/2010,2.850000000,2.851000000,2.852000000
LUF,08/06/2010,33.308480000,33.308480000,33.308480000
LVL,08/06/2010,0.536800000,0.537300000,0.537800000
LYD,08/06/2010,1.205900000,1.205900000,1.205900000
MAD,08/06/2010,9.044100000,9.058800000,9.073500000
MGF,08/06/2010,6800.000000000,6800.000000000,6800.000000000
MMK,08/06/2010,6.387900000,6.387900000,6.387900000
MNT,08/06/2010,1176.000000000,1176.000000000,1176.000000000
MOP,08/06/2010,8.024500000,8.025000000,8.025500000
MRO,08/06/2010,264.320000000,265.310000000,266.300000000
MTL,08/06/2010,0.349400000,0.349950000,0.350500000
MUR,08/06/2010,26.250000000,26.400000000,26.550000000
MVR,08/06/2010,12.750000000,12.800000000,12.850000000
MWK,08/06/2010,106.500000000,108.250000000,110.000000000
MXN,08/06/2010,12.969300000,12.976650000,12.984000000
MYR,08/06/2010,3.331000000,3.333000000,3.335000000
MZM,08/06/2010,23262.000000000,23379.500000000,23497.000000000
NAD,08/06/2010,6.404900000,6.420000000,6.435100000
NGN,08/06/2010,134.900000000,135.050000000,135.200000000
NIO,08/06/2010,15.650000000,15.650000000,15.650000000
NLG,08/06/2010,1.819594000,1.819594000,1.819594000
NOK,08/06/2010,6.702100000,6.705250000,6.708400000
NPR,08/06/2010,69.840000000,69.920000000,70.000000000
NZD,08/06/2010,1.5165301789505611161662117076,1.5163002274450341167551175133,1.5160703456640388114008489994
OMR,08/06/2010,0.384900000,0.384950000,0.385000000
PAB,08/06/2010,1.000000000,1.000000000,1.000000000
PEN,08/06/2010,3.457000000,3.457000000,3.457000000
PGK,08/06/2010,3.2552083333333333333333333333,3.2467532467532467532467532468,3.2383419689119170984455958549
PHP,08/06/2010,46.820000000,46.835000000,46.850000000
PKR,08/06/2010,57.370000000,57.385000000,57.400000000
PLN,08/06/2010,3.487500000,3.491800000,3.496100000
PLZ,08/06/2010,3.869000000,3.870000000,3.871000000
PTE,08/06/2010,165.537100000,165.537100000,165.537100000
PYG,08/06/2010,5870.000000000,5890.000000000,5910.000000000
QAR,08/06/2010,3.640100000,3.640600000,3.641100000
ROL,08/06/2010,33569.200000000,33585.680000000,33602.170000000
RUB,08/06/2010,31.730000000,31.777500000,31.825000000
SAR,08/06/2010,3.749200000,3.749500000,3.749800000
SBD,08/06/2010,7.462600000,7.462600000,7.462600000
SCR,08/06/2010,5.472500000,5.520650000,5.568800000
SDD,08/06/2010,258.810000000,259.455000000,260.100000000
SDP,08/06/2010,2588.100000000,2594.550000000,2601.000000000
SEK,08/06/2010,8.109700000,8.118100000,8.126500000
SGD,08/06/2010,1.418900000,1.419100000,1.419300000
SHP,08/06/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
SIT,08/06/2010,196.850000000,196.917800000,196.985500000
SKK,08/06/2010,33.120000000,33.145000000,33.170000000
SLL,08/06/2010,2650.000000000,2600.000000000,2550.000000000
SOS,08/06/2010,2620.000000000,2620.000000000,2620.000000000
SRG,08/06/2010,2750.000000000,2750.000000000,2750.000000000
STD,08/06/2010,8700.000000000,8700.000000000,8700.000000000
SVC,08/06/2010,8.747000000,8.752000000,8.757000000
SYP,08/06/2010,43.660600000,43.660600000,43.660600000
SZL,08/06/2010,6.404900000,6.420000000,6.435100000
THB,08/06/2010,32.640000000,32.650000000,32.660000000
TND,08/06/2010,1.251200000,1.253050000,1.254900000
TOP,08/06/2010,1.954700000,1.954700000,1.954700000
TRL,08/06/2010,1611500.000000000,1613100.000000000,1614700.000000000
TTD,08/06/2010,6.150000000,6.150000000,6.150000000
TWD,08/06/2010,32.429000000,32.437000000,32.445000000
TZS,08/06/2010,1100.000000000,1107.500000000,1115.000000000
UAK,08/06/2010,5.333500000,5.334250000,5.335000000
USD,08/06/2010,1.000000000,1.000000000,1.000000000
UYP,08/06/2010,29.635000000,29.660000000,29.685000000
VEB,08/06/2010,1915.200000000,1917.600000000,1920.000000000
VND,08/06/2010,15735.000000000,15737.500000000,15740.000000000
VUV,08/06/2010,110.410000000,110.690000000,110.970000000
WST,08/06/2010,0.359000000,0.364000000,0.369000000
XAF,08/06/2010,539.704600000,539.771200000,539.837900000
XOF,08/06/2010,539.704600000,539.771200000,539.837900000
YUN,08/06/2010,57.586700000,57.766100000,57.945500000
ZAR,08/06/2010,7.812500000,7.818750000,7.825000000
ZMK,08/06/2010,4720.000000000,4770.000000000,4820.000000000
ZWD,08/06/2010,4416.940000000,4416.940000000,4416.940000000
