Ccy Code, Business Date, Bid, Mid, Ask
JOD,02/09/2010,0.708000000,0.709000000,0.710000000
JPY,02/09/2010,84.430000000,84.435000000,84.440000000
KES,02/09/2010,77.450000000,77.450000000,77.450000000
KHR,02/09/2010,3850.000000000,3850.000000000,3850.000000000
KMF,02/09/2010,404.778500000,404.828400000,404.878400000
KPW,02/09/2010,2.200000000,2.200000000,2.200000000
KRW,02/09/2010,1184.500000000,1184.775000000,1185.050000000
KWD,02/09/2010,0.287600000,0.287950000,0.288300000
KYD,02/09/2010,0.8333333333333333333333333333,0.8247422680412371134020618557,0.8163265306122448979591836735
KZT,02/09/2010,147.127500000,147.193700000,147.260000000
LAK,02/09/2010,7842.590000000,7842.590000000,7842.590000000
LBP,02/09/2010,1514.000000000,1515.000000000,1516.000000000
LKR,02/09/2010,97.500000000,97.550000000,97.600000000
LRD,02/09/2010,1.000000000,1.000000000,1.000000000
LSL,02/09/2010,6.404900000,6.420000000,6.435100000
LTL,02/09/2010,2.850000000,2.851000000,2.852000000
LUF,02/09/2010,33.308480000,33.308480000,33.308480000
LVL,02/09/2010,0.536800000,0.537300000,0.537800000
LYD,02/09/2010,1.205900000,1.205900000,1.205900000
MAD,02/09/2010,9.044100000,9.058800000,9.073500000
MGF,02/09/2010,6800.000000000,6800.000000000,6800.000000000
MMK,02/09/2010,6.387900000,6.387900000,6.387900000
MNT,02/09/2010,1176.000000000,1176.000000000,1176.000000000
MOP,02/09/2010,8.024500000,8.025000000,8.025500000
MRO,02/09/2010,264.320000000,265.310000000,266.300000000
MTL,02/09/2010,0.349400000,0.349950000,0.350500000
MUR,02/09/2010,26.250000000,26.400000000,26.550000000
MVR,02/09/2010,12.750000000,12.800000000,12.850000000
MWK,02/09/2010,106.500000000,108.250000000,110.000000000
MXN,02/09/2010,13.061600000,13.068700000,13.075800000
MYR,02/09/2010,3.129000000,3.130250000,3.131500000
MZM,02/09/2010,23262.000000000,23379.500000000,23497.000000000
NAD,02/09/2010,6.404900000,6.420000000,6.435100000
NGN,02/09/2010,134.900000000,135.050000000,135.200000000
NIO,02/09/2010,15.650000000,15.650000000,15.650000000
NLG,02/09/2010,1.819594000,1.819594000,1.819594000
NOK,02/09/2010,6.192200000,6.194800000,6.197400000
NPR,02/09/2010,69.840000000,69.920000000,70.000000000
NZD,02/09/2010,1.4070634585619811453496552695,1.4068655036578503095104108047,1.4066676044450696300464200309
OMR,02/09/2010,0.384900000,0.384950000,0.385000000
PAB,02/09/2010,1.000000000,1.000000000,1.000000000
PEN,02/09/2010,3.457000000,3.457000000,3.457000000
PGK,02/09/2010,3.2552083333333333333333333333,3.2467532467532467532467532468,3.2383419689119170984455958549
PHP,02/09/2010,45.050000000,45.097000000,45.144000000
PKR,02/09/2010,57.370000000,57.385000000,57.400000000
PLN,02/09/2010,3.096900000,3.101300000,3.105700000
PLZ,02/09/2010,3.869000000,3.870000000,3.871000000
PTE,02/09/2010,165.537100000,165.537100000,165.537100000
PYG,02/09/2010,5870.000000000,5890.000000000,5910.000000000
QAR,02/09/2010,3.640100000,3.640600000,3.641100000
ROL,02/09/2010,33569.200000000,33585.680000000,33602.170000000
RUB,02/09/2010,30.675000000,30.693750000,30.712500000
SAR,02/09/2010,3.750000000,3.750050000,3.750100000
SBD,02/09/2010,7.462600000,7.462600000,7.462600000
SCR,02/09/2010,5.472500000,5.520650000,5.568800000
SDD,02/09/2010,258.810000000,259.455000000,260.100000000
SDP,02/09/2010,2588.100000000,2594.550000000,2601.000000000
SEK,02/09/2010,7.293300000,7.296050000,7.298800000
SGD,02/09/2010,1.347600000,1.348000000,1.348400000
SHP,02/09/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
SIT,02/09/2010,196.850000000,196.917800000,196.985500000
SKK,02/09/2010,33.120000000,33.145000000,33.170000000
SLL,02/09/2010,2650.000000000,2600.000000000,2550.000000000
SOS,02/09/2010,2620.000000000,2620.000000000,2620.000000000
SRG,02/09/2010,2750.000000000,2750.000000000,2750.000000000
STD,02/09/2010,8700.000000000,8700.000000000,8700.000000000
SVC,02/09/2010,8.747000000,8.752000000,8.757000000
SYP,02/09/2010,43.660600000,43.660600000,43.660600000
SZL,02/09/2010,6.404900000,6.420000000,6.435100000
THB,02/09/2010,31.150000000,31.160000000,31.170000000
TND,02/09/2010,1.251200000,1.253050000,1.254900000
TOP,02/09/2010,1.954700000,1.954700000,1.954700000
TRL,02/09/2010,1515000.000000000,1519450.000000000,1523900.000000000
TTD,02/09/2010,6.150000000,6.150000000,6.150000000
TWD,02/09/2010,32.029000000,32.033500000,32.038000000
TZS,02/09/2010,1100.000000000,1107.500000000,1115.000000000
UAK,02/09/2010,5.333500000,5.334250000,5.335000000
USD,02/09/2010,1.000000000,1.000000000,1.000000000
UYP,02/09/2010,29.635000000,29.660000000,29.685000000
VEB,02/09/2010,1915.200000000,1917.600000000,1920.000000000
VND,02/09/2010,15735.000000000,15737.500000000,15740.000000000
VUV,02/09/2010,110.410000000,110.690000000,110.970000000
WST,02/09/2010,0.359000000,0.364000000,0.369000000
XAF,02/09/2010,539.704600000,539.771200000,539.837900000
XOF,02/09/2010,539.704600000,539.771200000,539.837900000
YUN,02/09/2010,57.586700000,57.766100000,57.945500000
ZAR,02/09/2010,7.280500000,7.293750000,7.307000000
ZMK,02/09/2010,4720.000000000,4770.000000000,4820.000000000
ZWD,02/09/2010,4416.940000000,4416.940000000,4416.940000000
