FromDate,ToDate,Status,Saved,MarketSet,QuoteType,Source,Name,Value
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.DEC09.Mid,0.999956
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.JUN10.Mid,0.9999165
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.SEP10.Mid,0.9998845
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.MAR10.Mid,0.9999525
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.DEC09.Mid,0.999904928
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.SEP10.Mid,0.999885761
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.JUN10.Mid,0.99990722
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.MAR10.Mid,0.999910261
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.SEP10.Mid,0.999959
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.JUN10.Mid,0.9999425
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.MAR10.Mid,0.99997375
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.DEC09.Mid,0.99997425
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.DEC09.Mid,0.999922724
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.SEP10.Mid,0.999897793
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.JUN10.Mid,0.999907251
17-Aug-2010,18-Aug-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.MAR10.Mid,0.999916761
