Ccy Code, Business Date, Bid, Mid, Ask
ADP,09/02/2010,137.384200000,137.384200000,137.384200000
AED,09/02/2010,3.672800000,3.673000000,3.673200000
AFA,09/02/2010,42.785000000,42.785000000,42.785000000
ALL,09/02/2010,106.400000000,106.650000000,106.900000000
ANG,09/02/2010,1.790000000,1.790000000,1.790000000
AON,09/02/2010,80.835700000,80.956950000,81.078200000
ARS,09/02/2010,2.850000000,2.851250000,2.852500000
ATS,09/02/2010,11.361820000,11.361820000,11.361820000
AUD,09/02/2010,1.1583458820803892042163790108,1.158144652267068156812785917,1.1579434923575729504400185271
AWG,09/02/2010,1.790000000,1.790000000,1.790000000
BBD,09/02/2010,2.000000000,2.000000000,2.000000000
BDT,09/02/2010,58.920000000,58.945000000,58.970000000
BEF,09/02/2010,33.308480000,33.308480000,33.308480000
BGL,09/02/2010,1.601300000,1.601700000,1.602100000
BHD,09/02/2010,0.376440000,0.377065000,0.377690000
BIF,09/02/2010,1020.000000000,1060.000000000,1100.000000000
BMD,09/02/2010,1.000000000,1.000000000,1.000000000
BND,09/02/2010,1.676300000,1.676800000,1.677300000
BOB,09/02/2010,7.892000000,7.901000000,7.910000000
BRL,09/02/2010,1.875200000,1.875500000,1.875800000
BSD,09/02/2010,1.000000000,1.000000000,1.000000000
BTN,09/02/2010,43.730000000,43.735000000,43.740000000
BWP,09/02/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,09/02/2010,1.980000000,1.980000000,1.980000000
CAD,09/02/2010,1.074600000,1.074850000,1.075100000
CHF,09/02/2010,1.073100000,1.073300000,1.073500000
CLP,09/02/2010,541.300000000,541.530000000,541.760000000
CNY,09/02/2010,6.826500000,6.826600000,6.826700000
COP,09/02/2010,2665.100000000,2666.100000000,2667.100000000
CRC,09/02/2010,428.260000000,428.460000000,428.660000000
CUP,09/02/2010,1.000000000,1.000000000,1.000000000
CVE,09/02/2010,108.950000000,108.950000000,108.950000000
CZK,09/02/2010,19.157000000,19.188500000,19.220000000
