Ccy Code, Business Date, Bid, Mid, Ask
ADP,05/01/2010,137.384200000,137.384200000,137.384200000
AED,05/01/2010,3.672800000,3.673000000,3.673200000
AFA,05/01/2010,42.785000000,42.785000000,42.785000000
ALL,05/01/2010,106.400000000,106.650000000,106.900000000
ANG,05/01/2010,1.790000000,1.790000000,1.790000000
AON,05/01/2010,80.835700000,80.956950000,81.078200000
ARS,05/01/2010,2.850000000,2.851250000,2.852500000
ATS,05/01/2010,11.361820000,11.361820000,11.361820000
AUD,05/01/2010,1.0957703265395573087880780188,1.0955872484600151738833911712,1.0954042315465464643089916256
AWG,05/01/2010,1.790000000,1.790000000,1.790000000
BBD,05/01/2010,2.000000000,2.000000000,2.000000000
BDT,05/01/2010,58.920000000,58.945000000,58.970000000
BEF,05/01/2010,33.308480000,33.308480000,33.308480000
BGL,05/01/2010,1.601300000,1.601700000,1.602100000
BHD,05/01/2010,0.376440000,0.377065000,0.377690000
BIF,05/01/2010,1020.000000000,1060.000000000,1100.000000000
BMD,05/01/2010,1.000000000,1.000000000,1.000000000
BND,05/01/2010,1.676300000,1.676800000,1.677300000
BOB,05/01/2010,7.892000000,7.901000000,7.910000000
BRL,05/01/2010,1.719500000,1.720000000,1.720500000
BSD,05/01/2010,1.000000000,1.000000000,1.000000000
BTN,05/01/2010,43.730000000,43.735000000,43.740000000
BWP,05/01/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,05/01/2010,1.980000000,1.980000000,1.980000000
CAD,05/01/2010,1.040899000,1.041100000,1.041300000
CHF,05/01/2010,1.028899000,1.029067000,1.029234000
CLP,05/01/2010,505.700000000,505.799900000,505.899900000
CNY,05/01/2010,6.827200000,6.827300000,6.827400000
COP,05/01/2010,2665.100000000,2666.100000000,2667.100000000
CRC,05/01/2010,428.260000000,428.460000000,428.660000000
CUP,05/01/2010,1.000000000,1.000000000,1.000000000
CVE,05/01/2010,108.950000000,108.950000000,108.950000000
CZK,05/01/2010,18.123500000,18.146000000,18.168500000
DEM,05/01/2010,1.470328000,1.470383000,1.470438000
DJF,05/01/2010,175.000000000,175.000000000,175.000000000
DKK,05/01/2010,5.157300000,5.158300000,5.159300000
DOP,05/01/2010,43.100000000,43.100000000,43.100000000
DZD,05/01/2010,68.920200000,68.920200000,68.920200000
ECS,05/01/2010,25000.000000000,25000.000000000,25000.000000000
EEK,05/01/2010,12.872300000,12.875150000,12.878000000
EGP,05/01/2010,6.180000000,6.189950000,6.199900000
ESP,05/01/2010,137.384200000,137.384200000,137.384200000
ETB,05/01/2010,8.350000000,8.550000000,8.750000000
EUR,05/01/2010,0.6931933267664818844321949481,0.6931452783983353422993985578,0.6930967563071804823953423898
FIM,05/01/2010,4.909364000,4.909364000,4.909364000
FJD,05/01/2010,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,05/01/2010,1.829800000,1.829900000,1.830000000
FRF,05/01/2010,4.547362000,4.547362000,4.547362000
GBP,05/01/2010,0.6205783790492739232965123495,0.6205017501251862280877563215,0.620424755195902218576882105
GHC,05/01/2010,8890.000000000,8975.000000000,9060.000000000
GIP,05/01/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
GMD,05/01/2010,28.000000000,29.000000000,30.000000000
GNF,05/01/2010,2005.000000000,2012.500000000,2020.000000000
GRD,05/01/2010,281.355800000,281.355800000,281.355800000
GTQ,05/01/2010,8.080000000,8.100000000,8.120000000
GWP,05/01/2010,761.550000000,761.550000000,761.550000000
GYD,05/01/2010,179.000000000,179.000000000,179.000000000
HKD,05/01/2010,7.756075000,7.756217000,7.756360000
HNL,05/01/2010,17.980000000,17.980000000,17.980000000
HRK,05/01/2010,6.218100000,6.221950000,6.225800000
HTG,05/01/2010,29.000000000,29.000000000,29.000000000
HUF,05/01/2010,185.860000000,186.170000000,186.480000000
