FromDate,ToDate,Status,Saved,MarketSet,QuoteType,Source,Name,Value
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.DEC09.Mid,0.999956
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.JUN10.Mid,0.9999165
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.MAR10.Mid,0.9999525
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.SEP10.Mid,0.9999145
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.DEC09.Mid,0.999904928
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.JUN10.Mid,0.99990722
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.MAR10.Mid,0.999910261
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.SEP10.Mid,0.999889753
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.DEC09.Mid,0.999922724
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.JUN10.Mid,0.999907251
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.MAR10.Mid,0.999916761
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.SEP10.Mid,0.999891054
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.DEC09.Mid,0.99997425
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.JUN10.Mid,0.9999425
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.MAR10.Mid,0.99997375
06-Jul-2010,07-Jul-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.SEP10.Mid,0.999946
