FromDate,ToDate,Status,Saved,MarketSet,QuoteType,Source,Name,Value
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.DEC09.Mid,0.999956
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.JUN10.Mid,0.9999165
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.MAR10.Mid,0.9999525
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,CADLIBOR.SEP10.Mid,0.9999145
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.DEC09.Mid,0.999904928
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.JUN10.Mid,0.99990722
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.MAR10.Mid,0.999910261
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,EURLIBOR.SEP10.Mid,0.999889753
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.DEC09.Mid,0.999922724
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.JUN10.Mid,0.999907251
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.MAR10.Mid,0.999916761
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,GBPLIBOR.SEP10.Mid,0.999891054
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.DEC09.Mid,0.99997425
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.JUN10.Mid,0.9999425
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.MAR10.Mid,0.99997375
18-Jun-2010,21-Jun-2010,Insert,True,Closing,ED Future,Optex,USDLIBOR.SEP10.Mid,0.999946
