Ccy Code, Business Date, Bid, Mid, Ask
KRW,28/04/2010,1121.000000000,1121.300000000,1121.600000000
KWD,28/04/2010,0.288500000,0.288800000,0.289100000
KYD,28/04/2010,0.8333333333333333333333333333,0.8247422680412371134020618557,0.8163265306122448979591836735
KZT,28/04/2010,146.425000000,146.425000000,146.430000000
LAK,28/04/2010,7842.590000000,7842.590000000,7842.590000000
LBP,28/04/2010,1514.000000000,1515.000000000,1516.000000000
LKR,28/04/2010,97.500000000,97.550000000,97.600000000
LRD,28/04/2010,1.000000000,1.000000000,1.000000000
LSL,28/04/2010,6.404900000,6.420000000,6.435100000
LTL,28/04/2010,2.850000000,2.851000000,2.852000000
LUF,28/04/2010,33.308480000,33.308480000,33.308480000
LVL,28/04/2010,0.536800000,0.537300000,0.537800000
LYD,28/04/2010,1.205900000,1.205900000,1.205900000
MAD,28/04/2010,9.044100000,9.058800000,9.073500000
MGF,28/04/2010,6800.000000000,6800.000000000,6800.000000000
MMK,28/04/2010,6.387900000,6.387900000,6.387900000
MNT,28/04/2010,1176.000000000,1176.000000000,1176.000000000
MOP,28/04/2010,8.024500000,8.025000000,8.025500000
MRO,28/04/2010,264.320000000,265.310000000,266.300000000
MTL,28/04/2010,0.349400000,0.349950000,0.350500000
MUR,28/04/2010,26.250000000,26.400000000,26.550000000
MVR,28/04/2010,12.750000000,12.800000000,12.850000000
MWK,28/04/2010,106.500000000,108.250000000,110.000000000
MXN,28/04/2010,12.373000000,12.381000000,12.389000000
MYR,28/04/2010,3.207000000,3.209500000,3.212000000
MZM,28/04/2010,23262.000000000,23379.500000000,23497.000000000
NAD,28/04/2010,6.404900000,6.420000000,6.435100000
NGN,28/04/2010,134.900000000,135.050000000,135.200000000
NIO,28/04/2010,15.650000000,15.650000000,15.650000000
NLG,28/04/2010,1.819594000,1.819594000,1.819594000
NOK,28/04/2010,5.947300000,5.949250000,5.951200000
NPR,28/04/2010,69.840000000,69.920000000,70.000000000
NZD,28/04/2010,1.4042971492767869681224547114,1.404001404001404001404001404,1.4037057832678270634475014037
OMR,28/04/2010,0.384900000,0.384950000,0.385000000
PAB,28/04/2010,1.000000000,1.000000000,1.000000000
PEN,28/04/2010,3.457000000,3.457000000,3.457000000
PGK,28/04/2010,3.2552083333333333333333333333,3.2467532467532467532467532468,3.2383419689119170984455958549
PHP,28/04/2010,44.420000000,44.430000000,44.440000000
PKR,28/04/2010,57.370000000,57.385000000,57.400000000
PLN,28/04/2010,2.983700000,2.986850000,2.990000000
PLZ,28/04/2010,3.869000000,3.870000000,3.871000000
PTE,28/04/2010,165.537100000,165.537100000,165.537100000
PYG,28/04/2010,5870.000000000,5890.000000000,5910.000000000
QAR,28/04/2010,3.640100000,3.640600000,3.641100000
ROL,28/04/2010,33569.200000000,33585.680000000,33602.170000000
RUB,28/04/2010,29.322500000,29.346250000,29.370000000
SAR,28/04/2010,3.750000000,3.750150000,3.750300000
SBD,28/04/2010,7.462600000,7.462600000,7.462600000
SCR,28/04/2010,5.472500000,5.520650000,5.568800000
SDD,28/04/2010,258.810000000,259.455000000,260.100000000
SDP,28/04/2010,2588.100000000,2594.550000000,2601.000000000
SEK,28/04/2010,7.287100000,7.291350000,7.295600000
SGD,28/04/2010,1.374400000,1.374600000,1.374800000
SHP,28/04/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
SIT,28/04/2010,196.850000000,196.917800000,196.985500000
SKK,28/04/2010,33.120000000,33.145000000,33.170000000
SLL,28/04/2010,2650.000000000,2600.000000000,2550.000000000
SOS,28/04/2010,2620.000000000,2620.000000000,2620.000000000
SRG,28/04/2010,2750.000000000,2750.000000000,2750.000000000
STD,28/04/2010,8700.000000000,8700.000000000,8700.000000000
SVC,28/04/2010,8.747000000,8.752000000,8.757000000
SYP,28/04/2010,43.660600000,43.660600000,43.660600000
SZL,28/04/2010,6.404900000,6.420000000,6.435100000
THB,28/04/2010,32.290000000,32.305000000,32.320000000
TND,28/04/2010,1.251200000,1.253050000,1.254900000
TOP,28/04/2010,1.954700000,1.954700000,1.954700000
TRL,28/04/2010,1504700.000000000,1505225.000000000,1505750.000000000
TTD,28/04/2010,6.150000000,6.150000000,6.150000000
TWD,28/04/2010,31.310000000,31.315500000,31.321000000
TZS,28/04/2010,1100.000000000,1107.500000000,1115.000000000
UAK,28/04/2010,5.333500000,5.334250000,5.335000000
USD,28/04/2010,1.000000000,1.000000000,1.000000000
UYP,28/04/2010,29.635000000,29.660000000,29.685000000
VEB,28/04/2010,1915.200000000,1917.600000000,1920.000000000
VND,28/04/2010,15735.000000000,15737.500000000,15740.000000000
VUV,28/04/2010,110.410000000,110.690000000,110.970000000
WST,28/04/2010,0.359000000,0.364000000,0.369000000
XAF,28/04/2010,539.704600000,539.771200000,539.837900000
XOF,28/04/2010,539.704600000,539.771200000,539.837900000
YUN,28/04/2010,57.586700000,57.766100000,57.945500000
ZAR,28/04/2010,7.449600000,7.463500000,7.477400000
ZMK,28/04/2010,4720.000000000,4770.000000000,4820.000000000
ZWD,28/04/2010,4416.940000000,4416.940000000,4416.940000000
